?t, $atleast, >d, $done_percent, <ep, $learning_curve, <np, $nprod, $optimism, $pomposity, $productivity_exp, $productivity_new, $r, $to, $ts, ?verbose
1, 9.88, 100, 0.44, 5.08, 37.43, 2.92, 7.61, 76.35, 85.41, 6.2, 0.61, 899.51, 91.64, 94.3, 1.0
0, 2.56, 0.67, 8.06, 7, 78.96, 26, 4.84, 47.24, 33.58, 3.04, 0.58, 616.2, 40.03, 86.84, 1.0
1, 2.56, 100, 8.06, 7.33, 78.96, 25.67, 4.84, 47.24, 33.58, 3.04, 0.58, 516.2, 40.03, 86.84, 1.0
0, 6.04, 0.38, 2.63, 7, 37.24, 3, 2.73, 89.21, 20.66, 3.66, 0.09, 134.6, 33.39, 20.79, 1.0
1, 6.04, 71.06, 2.63, 7.08, 37.24, 2.92, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
2, 6.04, 71.06, 2.63, 7.16, 37.24, 2.84, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
3, 6.04, 71.06, 2.63, 7.24, 37.24, 2.76, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
4, 6.04, 71.06, 2.63, 7.32, 37.24, 2.68, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
5, 6.04, 71.06, 2.63, 7.39, 37.24, 2.61, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
6, 6.04, 71.06, 2.63, 7.46, 37.24, 2.54, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
7, 6.04, 71.06, 2.63, 7.53, 37.24, 2.47, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
8, 6.04, 71.06, 2.63, 7.6, 37.24, 2.4, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
9, 6.04, 71.06, 2.63, 7.67, 37.24, 2.33, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
10, 6.04, 71.06, 2.63, 7.73, 37.24, 2.27, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
11, 6.04, 71.06, 2.63, 7.79, 37.24, 2.21, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
12, 6.04, 71.06, 2.63, 7.85, 37.24, 2.15, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
13, 6.04, 71.06, 2.63, 7.91, 37.24, 2.09, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
14, 6.04, 71.06, 2.63, 7.97, 37.24, 2.03, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
15, 6.04, 71.06, 2.63, 8.03, 37.24, 1.97, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
16, 6.04, 71.06, 2.63, 8.08, 37.24, 1.92, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
17, 6.04, 71.06, 2.63, 8.13, 37.24, 1.87, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
18, 6.04, 71.06, 2.63, 8.19, 37.24, 1.81, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
19, 6.04, 71.06, 2.63, 8.24, 37.24, 1.76, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
20, 6.04, 71.06, 2.63, 8.29, 37.24, 1.71, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
21, 6.04, 71.06, 2.63, 8.33, 37.24, 1.67, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
22, 6.04, 71.06, 2.63, 8.38, 37.24, 1.62, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
23, 6.04, 71.06, 2.63, 8.42, 37.24, 1.58, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
24, 6.04, 71.06, 2.63, 8.47, 37.24, 1.53, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
25, 6.04, 71.06, 2.63, 8.51, 37.24, 1.49, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
26, 6.04, 71.06, 2.63, 8.55, 37.24, 1.45, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
27, 6.04, 71.06, 2.63, 8.59, 37.24, 1.41, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
28, 6.04, 71.06, 2.63, 8.63, 37.24, 1.37, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
29, 6.04, 71.06, 2.63, 8.67, 37.24, 1.33, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
29, 6.04, 71.06, 2.63, 8.67, 37.24, 1.33, 2.73, 89.21, 20.66, 3.66, 0.09, 63.92, 33.39, 20.79, 1.0
0, 9.41, 0.97, 6.12, 3, 21.82, 23, 6.75, 91.38, 32.82, 4.84, 0.29, 90.14, 53.33, 65.07, 1.0
1, 9.41, 100, 6.12, 4.05, 21.82, 21.95, 6.75, 91.38, 32.82, 4.84, 0.29, 0, 53.33, 65.07, 1.0
0, 3.68, 0.45, 3.51, 5, 68.38, 5, 7.26, 59.67, 96.25, 9.38, 0.02, 823.96, 63.29, 30.36, 1.0
1, 3.68, 100, 3.51, 5.07, 68.38, 4.93, 7.26, 59.67, 96.25, 9.38, 0.02, 723.96, 63.29, 30.36, 1.0
0, 9.44, 0.8, 4.04, 9, 90.56, 17, 0.54, 47.16, 94.96, 8.23, 0.77, 581.98, 71.4, 15.64, 1.0
1, 9.44, 47.87, 4.04, 9.19, 90.56, 16.81, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
2, 9.44, 47.87, 4.04, 9.38, 90.56, 16.62, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
3, 9.44, 47.87, 4.04, 9.56, 90.56, 16.44, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
4, 9.44, 47.87, 4.04, 9.74, 90.56, 16.26, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
5, 9.44, 47.87, 4.04, 9.93, 90.56, 16.07, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
6, 9.44, 47.87, 4.04, 10.11, 90.56, 15.89, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
7, 9.44, 47.87, 4.04, 10.28, 90.56, 15.72, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
8, 9.44, 47.87, 4.04, 10.46, 90.56, 15.54, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
9, 9.44, 47.87, 4.04, 10.63, 90.56, 15.37, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
10, 9.44, 47.87, 4.04, 10.8, 90.56, 15.2, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
11, 9.44, 47.87, 4.04, 10.97, 90.56, 15.03, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
12, 9.44, 47.87, 4.04, 11.14, 90.56, 14.86, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
13, 9.44, 47.87, 4.04, 11.31, 90.56, 14.69, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
14, 9.44, 47.87, 4.04, 11.47, 90.56, 14.53, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
15, 9.44, 47.87, 4.04, 11.63, 90.56, 14.37, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
16, 9.44, 47.87, 4.04, 11.79, 90.56, 14.21, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
17, 9.44, 47.87, 4.04, 11.95, 90.56, 14.05, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
18, 9.44, 47.87, 4.04, 12.11, 90.56, 13.89, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
19, 9.44, 47.87, 4.04, 12.26, 90.56, 13.74, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
20, 9.44, 47.87, 4.04, 12.42, 90.56, 13.58, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
21, 9.44, 47.87, 4.04, 12.57, 90.56, 13.43, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
22, 9.44, 47.87, 4.04, 12.72, 90.56, 13.28, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
23, 9.44, 47.87, 4.04, 12.87, 90.56, 13.13, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
24, 9.44, 47.87, 4.04, 13.01, 90.56, 12.99, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
25, 9.44, 47.87, 4.04, 13.16, 90.56, 12.84, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
26, 9.44, 47.87, 4.04, 13.3, 90.56, 12.7, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
27, 9.44, 47.87, 4.04, 13.44, 90.56, 12.56, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
28, 9.44, 47.87, 4.04, 13.59, 90.56, 12.41, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
29, 9.44, 47.87, 4.04, 13.72, 90.56, 12.28, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
29, 9.44, 47.87, 4.04, 13.72, 90.56, 12.28, 0.54, 47.16, 94.96, 8.23, 0.77, 534.91, 71.4, 15.64, 1.0
0, 7.32, 0.58, 6.93, 8, 42.46, 24, 0.16, 35.04, 10.57, 2.14, 0.17, 571.48, 51.5, 51.61, 1.0
1, 7.32, 3.97, 6.93, 8.57, 42.46, 23.43, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
2, 7.32, 3.97, 6.93, 9.13, 42.46, 22.87, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
3, 7.32, 3.97, 6.93, 9.68, 42.46, 22.32, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
4, 7.32, 3.97, 6.93, 10.22, 42.46, 21.78, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
5, 7.32, 3.97, 6.93, 10.75, 42.46, 21.25, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
6, 7.32, 3.97, 6.93, 11.26, 42.46, 20.74, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
7, 7.32, 3.97, 6.93, 11.76, 42.46, 20.24, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
8, 7.32, 3.97, 6.93, 12.25, 42.46, 19.75, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
9, 7.32, 3.97, 6.93, 12.73, 42.46, 19.27, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
10, 7.32, 3.97, 6.93, 13.19, 42.46, 18.81, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
11, 7.32, 3.97, 6.93, 13.64, 42.46, 18.36, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
12, 7.32, 3.97, 6.93, 14.09, 42.46, 17.91, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
13, 7.32, 3.97, 6.93, 14.52, 42.46, 17.48, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
14, 7.32, 3.97, 6.93, 14.94, 42.46, 17.06, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
15, 7.32, 3.97, 6.93, 15.35, 42.46, 16.65, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
16, 7.32, 3.97, 6.93, 15.75, 42.46, 16.25, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
17, 7.32, 3.97, 6.93, 16.15, 42.46, 15.85, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
18, 7.32, 3.97, 6.93, 16.53, 42.46, 15.47, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
19, 7.32, 3.97, 6.93, 16.9, 42.46, 15.1, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
20, 7.32, 3.97, 6.93, 17.27, 42.46, 14.73, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
21, 7.32, 3.97, 6.93, 17.62, 42.46, 14.38, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
22, 7.32, 3.97, 6.93, 17.97, 42.46, 14.03, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
23, 7.32, 3.97, 6.93, 18.31, 42.46, 13.69, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
24, 7.32, 3.97, 6.93, 18.64, 42.46, 13.36, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
25, 7.32, 3.97, 6.93, 18.96, 42.46, 13.04, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
26, 7.32, 3.97, 6.93, 19.28, 42.46, 12.72, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
27, 7.32, 3.97, 6.93, 19.58, 42.46, 12.42, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
28, 7.32, 3.97, 6.93, 19.88, 42.46, 12.12, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
29, 7.32, 3.97, 6.93, 20.18, 42.46, 11.82, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
29, 7.32, 3.97, 6.93, 20.18, 42.46, 11.82, 0.16, 35.04, 10.57, 2.14, 0.17, 568.09, 51.5, 51.61, 1.0
0, 5.65, 0.94, 2.74, 3, 51.19, 24, 5.9, 57.55, 6.79, 3.88, 0.5, 47.21, 79.7, 76.9, 1.0
1, 5.65, 100, 2.74, 3.47, 51.19, 23.53, 5.9, 57.55, 6.79, 3.88, 0.5, 0, 79.7, 76.9, 1.0
0, 3.66, 0.66, 9.72, 8, 96.42, 22, 8.28, 35.87, 11.84, 5.88, 0.57, 830.21, 26.6, 51.02, 1.0
